"commentID","commentBody","commentTitle","assetID"
17732774,"It will be good for Democrats if Trump gets the Republican nomination. Those voting for him virtually are voting for Hillary. Would have been more direct if those blue collars just moved back to the Democratic party but after all the brainwashing since Nixon, they just can't accept they were duped for so long by the so-called ""job creators"".","<br/>",100000004235555
17732755,"Fred Malek laments the fact that there is no single institution that can unite the party behind one candidate.  That is pretty funny in view of the fact that the establishment has adopted rules that pretty much destroy the one institution that is supposed to serve that purpose: the National Convention.  Instead of allocating delegates from each state proportionately which would guarantee that no candidate would win a majority of the delegates before the convention unless he or she won a majority of the vote in the primaries, it has adopted rules that allow someone to win a majority of the delegates with substantially less than a majority of vote.   Trump won all of the delegates from SC with only 32% of the vote and he might do something similar in many more states on Super Tuesday.   If the GOP were a political party wort","<br/>",100000004235555
17732740,"Trump announces his VP choice! Trump picks Bernard Madoff as his VP choice. Trump said Madoff got a bad rap.","<br/>",100000004235555
17732698,"The most amazing thing about this article is that the Republican establishment takes issue with Trump not because he's a fascist, a bigot, a misogynist and a liar.  They take issue with him because he is not a true conservative.  Stunning, simply stunning. Numerous recent Op-Ed pieces and many comments on this and other articles have blamed Republicans for creating this Frankenstein.  I have only seen 1 response, from Michael Gerson in the Post, who disavowed responsibility for this mess.  I'd like to see Republican soul searching on this point.  I'd like to hear their arguments as to how Trump isn't their responsibility.  Their divisive politics dating back to Nixon's Southern Strategy through Karl Rove and Mitch McConnell.  I want to hear their arguments as to how he is not their fault.  More accurately, I'd like to hear them own up for what have done to the politics of this country, and to take responsibility for changing the politics moving forward.","<br/>",100000004235555
17732667,"First they came after the liberals.  I wasn't a liberal and said nothing.<br/>Next they came after the unionists.  I wasn't a union member and said nothing.<br/>Next they came after the doctors and patients performing abortions.  I wasn't having an abortion and said nothing.<br/>Next they came after the newspapers and media. I wasn't reading the newspapers or watching the news and said nothing.<br/>Next they came after the professors.  I wasn't a professor and said nothing.<br/>Next they came after the immigrants.  I wasn't an immigrant and said nothing.<br/>Next they came after me, a republican and there was no one left for me.","<br/>",100000004235555
17732655,"While a billionaire, I've always suspected Queens raised Trump has always felt on the outside looking in the elite Manhattan/Georgetown/Brentwood/Palm Beach club. Sure the Ivy League execs, bankers and politicians will chat with him at a dinner party, but they never respected him, they all mocked him behind his back. I sense Trump has always known this, and not only does it not really bother him, it's fueled him his entire life. I think he's energized by all of these elitists and pundits who want to be in the club dismissing his presidential campaign. At this moment it sure feels like The Donald is going to get the last laugh.","<br/>",100000004235555
17732739,"No, the night Donald decided to go for it was the night of the White House Correspondents Dinner when President Obama roasted poor Donald for all his stupid birther junk. Donald had to sit there like a lump and take it all. That's when Donald decided to go for it.<br/><br/>But it will be the Kenyan-Hawaiian Muslim who will go down in US history as one of our finest presidents and Donald will go down as a crazy footnote.","<br/>",100000004235555
17732643,"When Trump was the birther-in-chief demanding Obama's birth certificate, I don't remember any of these republican operatives frustrated or uncomfortable. Their silent approval of Trump then makes their current view of Trump lacking in credibility. I remember only John McCain voicing disapproval of Trump then.","<br/>",100000004235555
17732609,"In other words, the Republican party is saying it doesn't matter what the voters want; the party knows best.","<br/>",100000004235555
17732589,"Trump is going to get the nomination.  If Super Tuesday and March 15 go the way polls are now indicating, there's nothing anyone can do to stop Trump from getting the nomination.<br/><br/>The goal of the Republican party at this point is to contain the damage on the down ticket.  Lots of mainstream, conservative, and evangelical Republicans are going to stay home rather than hold their noses and vote for Trump in the general election. That means Republican lose the Senate.<br/><br/>That is why why I expect to see a third party on the ticket in many states, especially those where Republican Senate seats are at risk.  Whether it's the conservative wing of the Republican party or a more mainstream candidate, the goal will be the same - get out the vote by giving Republicans somebody to vote for.<br/><br/>Sure Hillary will win the Presidency in a walk but it will at least give Republicans a fighting chance to hold their Senate gains. It will be easier for McConnell to live with Clinton for four (or eight) years than return to minority status in the Senate and lose their ability to block nominations at will.","<br/>",100000004235555
17732865,"Hillary is not electable in the General Election. Sticking with her guarantees Trump 2016","<br/>",100000004235555
17724997,"It's like a bunch of cancer cells debating who gets to be top dog in the tumor. ","<br/>",100000004235555
17732578,"I am delighted that this is happening to the Republican ""Party."" Nothing good be better for this country then to have this venomous collection of malcontents and misfits crash utterly into oblivion. Anyone who cares to survey the damage they have done to America would have a very long account of malfeasance near treasonous actions. They own Donald Trump poor devils. And win he wins the nomination and loses to Hillary, I fervently hope it will drive a stake into their shriveled hearts and souls.","<br/>",100000004235555
17732569,"Today's Republican party is nothing if not an all volunteer firing squad. ","<br/>",100000004235555
17732564,"The Republicans certainly have a problem.  Uncertaint reigns uncomfortably for them. But let's remember that uncertainty is traditionally anathema elsewhere too. I am surprised that no commentators have observed that what plausibly awaits the full reality of a Trump candidacy is the aspect of US and world markets lifting off from recent warning shenanigans and going completely bonzo. ","<br/>",100000004235555
17732560,"For seven years, the Republicans sat back and watched their party be destroyed and did nothing.  After all, it got them lots of undeserved votes.  NOW they're panicking?  It's all just coming back to bite them on the backsides.  ","<br/>",100000004235555
17732550,"The only question in my mind is whether members of the vast right-wing conspiracy, now that they are running scared from the monster they created, will do the right thing to save the nation (at least in the secrecy of the voting booth): vote for the Democrat in the general.","<br/>",100000004235555
17732543,"First of all the RNC waited too long to decide to work against Mr. Trump.  Now it has the worst possible scenario, professional politicians ganging up against a charismatic outsider with decidedly opinionated solutions to problems that are used to having only politically correct rhetoric.  At this point, the Pro Pols are not seen by the general public as the people to trust.  <br/><br/>Second, Mr. Trump is a pragmatist with no particular need to kowtow.  This plays up to the general public and the louder Mr. Rubio's sugar daddy money decries Mr. Trump, the less we believe him or the money' source.  Mr. Cruz's jaunt to the right makes Mr. Trump look more in the middle.  So this last ditch desperate denunciation of Mr. Trump simply moves more voters to him, not away.  <br/><br/>Third and last, Republicans are going to need to loudest, far-reaching voice with innovative, if not innovative perhaps outlandish, ideas to go up against the likely Democratic choice, Mrs. Clinton.  If the Republicans could find a way to get behind him solidly right now, rather than the free for all fest of mud slinging, they will have a better chance at winning the general election.  If Mr. Trump makes it to the Whitehouse, just how much damage can he do?  In all probability, some direct common sense, and his let's get something done attitude, will actually do the country some good.","<br/>",100000004235555
17733236,"Yeah. What harm could a paranoid egomaniac with no scruples and a history of flying off the handle and using any means necessary to attack people he doesn't like do if he were in charge of the FBI, CIA, and the military?  I'd ask his supporters if they remembered the Hoover files but they'd probably think I was talking about a vacuum cleaner.","<br/>",100000004235555
17732538,"I'm a lifelong dem, but I see Hillary AND Rubio/Cruz as handmaidens to the top .01%.  <br/><br/>Sanders isn't, nor is Trump, even though they are more different than similar.  BTW, does anyone really believe Trump is a Republican ?  Even ""his"" party doesn't.<br/><br/>The ONLY difference I can see going forward is with supreme court nominees....and that will be the ONLY reason I'll vote in a Hilly/Trump race...","<br/>",100000004235555
17732534,"So Rove says a Trump nomination would be “catastrophic, dooming the party in November.” LePage goes on to say that a Trump nomination would “deeply wound the Republican Party.”<br/><br/>Yet the reader is left to work-out for himself the juicy bits: why, how, for whom and how bad, would a Trump nomination truly and specifically be such a cataclysmic event.<br/><br/>One smells a big rat when these GOP leaders revert to mudslinging instead of answering these questions in plain language when soliciting the primary votes of the ordinary masses of honest-to-God and generally decent grass-roots Republicans.<br/><br/>GOP leaders must come clean as to why the Donald would be such a disaster for the Party. That will require some serious shop cleaning. Their alternatives however are either to be subsumed as lackeys into Trump’s personality cult (see LePage himself), or fade into irrelevance.","<br/>",100000004235555
17732529,"It all goes back to the 60-'s when anti-war and left over communist party activists campaigned to discredit American institutions from top to bottom.  They failed to dent Wall Street, but they seriously weakened the two party system.  So in this sad day and lamentable age, both parties are wide open to exploitation by personalities immune to the normal restrains of the culture.  Anderson tried and failed by a mile.  In 1992 Ross Perot tried and succeeded only in giving us Bill Clinton over Bush. And now we have this totally unlettered fool trying once again to make us the folly of the world.<br/><br/>The point?  All those elders who blathered about ""party dictatorship"" in the 60-'s have what they wished for.  The Donald. Are you proud""  ","<br/>",100000004235555
17723576,"He just cut funding for Planned Parenthood in Ohio.....","<br/>",100000004235555
17732494,"You reap what you sow. The republicans have being sowing idiocy for a long time. Is it a surprise that they must now reap this imbecile?<br/><br/>The president of the US is the leader of the free world and must be an extraordinary statesman. Try imagining Trump as a statesman without having your head explode.","<br/>",100000004235555
17732481,"I think it's tacky of certain candidates to expect John Kasich to be the sacrificial lamb.  Hang in there Mr. Kasich.  I hope you win Ohio.","<br/>",100000004235555
17732460,"One may only congratulate the GOP on narrowing its voters' choices to Mitt Romney and Mussolini. <br/><br/>Some of us lefties will neither forget, nor forgive, you lot's insult to a bona fide war hero--Bob Dole's--on the floor of what we now laughingly refer to as ""Congress,"" on the occasion of the ratification vote on the treaty we wrote concerning the international treatment of the disabled. <br/><br/>You must be very proud to have reduced an old man who gave his good right arm and his life in the service of his country to tears. <br/><br/>Many of us will never, ever, forget. If you're lucky, though--and to quote Frodo--we may forgive you.","<br/>",100000004235555
17732582,"How horrible Trump has been to McCain as well.","<br/>",100000004235555
17732637,"Since the aim of liberalism has always been giving the national government more and more power, any future Mussolini, Hitler, Stalin, or Mao will be the Democratic Party leader, and certainly not the Conservative one. <br/><br/>Liberals love to pretend that any authoritarian liberal tyrant will be a sweet, fuzzy Bernie Sanders, but six years after kindly-looking Lenin took Russia under Communist socialism, he was gone, and Trotsky murdered already. <br/><br/>Since Republicans vary so much, and as many love to grow government as want to see it return to its original size, who knows what we will be calling a Republican in 50 years?","<br/>",100000004235555
17732839,"The Mussolini quote was a version of a Euripides quote about dying on your feet rather than living on your knees.   A universal sentiment and apparently one you disagree with.","<br/>",100000004235555
17732964,"Actually, Joe, independent Americans not keeping up with gov't or celebrities all day long are the picture of people staying on their feet.<br/>Dependent people who must support liberalism and trim their hopes to fit that gray reality are the ones begging government autocrats from their knees - or, bowing like Barack loves to bow to other countries' autocrats.","<br/>",100000004235555
17732449,"Hilarious!<br/>The verbal gas ball of green flatulence actually DOES represent the GOPer base. It's way too late for the GOP to try to fix Trump. Ain' gonna happen, bros!","<br/>",100000004235555
17732447,"Having SuperPAC's play million dollar racist boogie men for the Republican Leadership simply won't work.  PACs masquerading as the KKK or other Racist groups to provide faux segregationist support for Donald Trump will backfire when the Donald exposes their dirty tricks!","<br/>",100000004235555
17732437,"If Trump causes the end of the GOP it could not happen to a more deserving organization. An organization that has spent the last forty years, or more, doing nothing for the ordinary American and a huge amount for corporate America. In November millions of registered republicans will shy away form voting for Trump and wont find it in themselves to vote democratic causing the lowest voter turnout on record. My solution, mandatory voting and undo citizens united. ","<br/>",100000004235555
17732426,"It's so nice when consequences play out, and are understood by all to be just what they are.  <br/><br/>Karma.","<br/>",100000004235555
17732400,"Twice-a-loser silver spoon Romney thinks he's going to boss around silver spoon Trump? Romney is a stiff who grew up with a rich and powerful daddy, who bullied his gay classmate at Cranbrook, and for 70 years has gotten whatever he wanted — except for the presidency. Romney isn't a noble statesman, he's an self-entitled elitist who thinks that seat in the Oval Office belongs to him. He and his cronies think they own the party; no, the people own the party.<br/><br/>Trump grew up with a rich and powerful dad, too, but Trump has an authentic Queens swagger that you can't teach or in Rubio's case, program. Trump is loose, doesn't use teleprompters, doesn't use consultant tested talking points, isn't controlled by the donor class Romney has lunch with. The people have spoken. I expect Trump to surprise the pundits and run the table on Tuesday.","<br/>",100000004235555
17732195,"I say to John Kasich stand fast.  Take it to the convention.  It is nice to see the primary out of the control of the heavy handed Republican Party who have always served up our candidates for us.  Why should the presidential candidate be decided by a couple of states?  I would love to have a say in choosing a candidate.  The only way we, outside the early primary states, get to vote is by sending money which in itself is Ironic.  We have needed an election like this for decades and now we have a doozy.","<br/>",100000004235555
17732373,"I find it interesting and amusing that the GOP is now making ""frantic efforts"" to derail Trump's nomination.  The party is reaping the whirlwind of its own making.  It had two clear opportunities to avoid Trump--years ago.<br/><br/>The first opportunity was in 2010, during the birth of the Tea Party movement.  The Tea Party folk actually called themselves a Party, with a more conservative and populist agenda than the GOP's.  Trump would not be a factor for the GOP in 2016 if the GOP had allowed the Tea Partiers to continue ranting, but not under its own banner.  Instead, the GOP courted this fringe group.  It led to short-term gains for the GOP--it took the House, and then the Senate, with the help of the Tea Party--but it may mean an implosion of the GOP in the long run.<br/><br/>The second opportunity came in the wake of the 2012 election.  The GOP's own internal strategists argued that the party had to alter its course/message to reach out to new demographic groups.  But even as the GOP controlled both houses of Congress, it did nothing on a range of issues that could have remade its image of the party of the1% and of right-wing political nihilists.    <br/><br/>It's long too late for ""frantic efforts"" of GOP insiders.  The old party leaders used the same demagoguery over the past years to gain power--the 2016 GOP is Trump.  Sadly, more than the Party will suffer--all Americans are worse off for the GOP's lack of decency.","<br/>",100000004235555
17732587,"Trump is a longtime democrat and Hillary Clinton supporter who said in 2008 ""Hillary Clinton would make a great president"" He says Bush ""lied"" us into the Iraq war, and supports single payer health care and higher taxes on the wealthy. Most of his support, according to a NYT article ""Donald Trump's Strongest Supporters: A Certain Kind Of Democrat"" 12/31/15, comes from democrats and independents. Yes he is one of you on the left, and I have provided evidence to back up my assertions. If he represented Republican principles, Republicans would not be trying to stop him, would they?","n/a",100000004235555
17732367,"The GOP ""leadership"" should not get their underwear in a bunch. God himself (I am sure there is no female God for the extreme right-wing) is going to come to the rescue if all the public praying Cruz and Rubio had any effect and smite the ""evildoer"" Trump on Super Tuesday. Or the next Primary. Or maybe the one after that.<br/><br/>McConnell and Co should be careful not to push for back room dealings at the Convention, if it goes that far, to derail Trump. There probably is nothing worse than humiliating a large ego. I don't know if it would be possible but he would definitely mount an Independent run.<br/><br/>Those of us on the other side should be worried about the low Democratic turnout so far. If this trend continues to the General Election we might see the Trumpster painting the White House gold with a neon Trump logo on the roof.","<br/>",100000004235555
17732353,"Given the headlines I just saw (Trump Wavers on Disavowing David Duke; Trump Retweets Post With Quote From Mussolini), everyone who isn't a white Anglo-Saxon male should be terrified.  ","<br/>",100000004235555
17732613,"Nonsense. So, who deals in ""fear"" again?","n/a",100000004235555
17732329,"Being that the overwhelming majority of Republicans don't like Trump, what makes any of his supporters think he'll get anything through a Congress that had no problems making life difficult for Obama (whom they also didn't like). <br/><br/>I get that Donald thinks he'll get to wave a little magic fairy wand and make everything he wants happen, but that's not how real life works. He'll have to go through that lame Congress, too. ","<br/>",100000004235555
17732313,"He refused to repudiate David Duke and the KKK. He is toast. Poison pill. Of this I am certain. ","<br/>",100000004235555
17732453,"@Tullymd<br/>You shouldn't be.<br/>He recognized a ""When did you stop beating your wife?"" type lose/lose provocation.<br/>They wanted to see him squirm. He refused to take the bait.","<br/>",100000004235555
17732504,"@Tullymd,<br/>It would be wonderful to be able to believe that. But this country's got a strong history of doing precisely the wrong thing from its genesis. Even if he doesn't get the nomination, he's already done so much damage. Look at some of the comments on this website. Some love him here. At least one tried to claim that this monster cares about everyone, including those the KKK would lynch. That's months after this monster inspired two thugs to attack a homeless man.<br/><br/>But he's got company. Cruz. Cruz has worked SCOTUS. Cruz wants a a hard right theocracy. Cruz helped to rig Gore vs Bush.<br/><br/>I see you're from Vermont. There's a very honorable--indeed noble--man, a true GENTLEMAN in your area who I'm counting on.<br/><br/>2-28-16@7:46 pm","<br/>",100000004235555
17732766,"No he's not. Racist Democrats and Independents, of which there are obviously plenty,will  keep coming out to vote for him.","n/a",100000004235555
17732165,"They have created a MONSTER and they get what they created! Haha.","<br/>",100000004235555
